name,URL,stars,type,rating,pitches,Length,latitude,longitude,id,location,grade,safety,Unnamed: 0
Czech Cows Say Boo,https://www.mountainproject.com/route/105865449/czech-cows-say-boo,1.5,Trad,5.10a,1,50,34.0079,-116.0588,105865449,"['Cling or Fling Corridor', 'Screamer Rocks', 'Split Rocks', 'Joshua Tree National Park', 'California']",10,S,
Pope's Hat,https://www.mountainproject.com/route/105855300/popes-hat,1.5,Trad,5.10a,1,60,33.99908,-116.05257,105855300,"[""Pope's Hat"", 'Live Oak Picnic Area', 'Joshua Tree National Park', 'California']",10,S,
Gumby Poindexter,https://www.mountainproject.com/route/107961053/gumby-poindexter,1.5,Trad,5.10a,1,60,34.01331,-116.14305,107961053,"['The Comic Strip - N Face', 'The Comic Strip', 'Comic Book Area', 'Joshua Tree National Park', 'California']",10,S,
John's Ginger Tufties,https://www.mountainproject.com/route/106832800/johns-ginger-tufties,1.5,Sport,5.10a,1,60,34.08954,-116.23419,106832800,"[""Lizard's Landing-Central Formation"", ""Lizard's Landing"", 'Quail Springs Area', 'Joshua Tree National Park', 'California']",10,S,
Wetmore,https://www.mountainproject.com/route/106787206/wetmore,1.5,Trad,5.10a,1,50,34.08182,-116.14139,106787206,"['Ponderosa Wall / Black Tower', 'Rattlesnake Canyon', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
New Day Yesterday,https://www.mountainproject.com/route/107098757/new-day-yesterday,1.5,Trad,5.10a,1,100,34.06487,-116.14877,107098757,"['The Flying Fortress', 'Grey Giant Area', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Heavy Water,https://www.mountainproject.com/route/105846541/heavy-water,1.5,Trad,5.10a R,1,50,34.02293,-116.17802,105846541,"['Copenhagen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,R,
Not A Hogan,https://www.mountainproject.com/route/105851445/not-a-hogan,1.5,Trad,5.10a,1,100,33.99423,-116.059,105851445,"['Teepee Rock', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Bury Me With My Boots On,https://www.mountainproject.com/route/105724378/bury-me-with-my-boots-on,1.5,Trad,5.10- R,3,300,34.08012,-116.14844,105724378,"['Cactus City', 'Rattlesnake Canyon', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,R,
"Satchmo, The",https://www.mountainproject.com/route/105846580/satchmo-the,1.5,Trad,5.10a,1,30,34.02337,-116.17476,105846580,"['Pinyon Crag', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Robocop meets The Munchkins,https://www.mountainproject.com/route/105724135/robocop-meets-the-munchkins,1.5,Trad,5.10a R,1,60,34.03083,-116.04802,105724135,"['Munchkinland Crag', 'OZ_', 'OZ Area', 'Joshua Tree National Park', 'California']",10,R,
Winn-Dixie,https://www.mountainproject.com/route/105724798/winn-dixie,1.5,Trad,5.10a/b,1,20,33.95243,-116.09812,105724798,"['The Cheyenne Social Club', ""Jerry's Quarry and Lost Pencil Areas"", 'Geology Tour Road', 'Joshua Tree National Park', 'California']",10,S,
Nolina Crack,https://www.mountainproject.com/route/105722719/nolina-crack,1.3,Trad,5.10a,1,40,34.02919,-116.199,105722719,"['White Cliffs of Dover - Left Side', 'White Cliffs of Dover', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",10,S,
Happy Meal,https://www.mountainproject.com/route/105724912/happy-meal,1.3,Sport,5.10a/b,1,50,34.00145,-116.13631,105724912,"['North Cave Rock (South Face)', 'North Cave Rock', 'Cave Corridor', 'Cave Corridor Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Coming Up Short,https://www.mountainproject.com/route/107116521/coming-up-short,1.3,Trad,5.10a,1,40,34.0145,-116.1713,107116521,"['Short Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,S,
Hunky Dory,https://www.mountainproject.com/route/105725344/hunky-dory,1.3,Trad,5.10a,1,80,34.02684,-116.1417,105725344,"['Hunk Rock - East Face', 'Hunk Rock', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",10,S,
The Way It Should Be,https://www.mountainproject.com/route/105725215/the-way-it-should-be,1.3,Trad,5.10a R,1,70,34.03153,-116.14653,105725215,"['Oasis Rock', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",10,R,
Librarian Lust,https://www.mountainproject.com/route/105722839/librarian-lust,1.3,Trad,5.10a,1,40,34.07736,-116.1377,105722839,"['The Central Library', 'Rattlesnake Canyon', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Cunning Route,https://www.mountainproject.com/route/105851257/cunning-route,1.3,Trad,5.10a,1,90,34.00274,-116.057,105851257,"['Cunning Rock, Southeast Face', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Puss Boy,https://www.mountainproject.com/route/106160621/puss-boy,1.3,Trad,5.10-,1,40,34.05296,-116.17629,106160621,"[""Key's Point"", 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Upper Cow,https://www.mountainproject.com/route/105723187/upper-cow,1.3,Trad,5.10a R,1,50,34.01678,-116.17473,105723187,"['Upper Cow Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,R,
The Donkey,https://www.mountainproject.com/route/112175707/the-donkey,1.2,Trad,5.10a,1,60,34.04871,-116.20029,112175707,"['The Ranch', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",10,S,
Shakin' the Shirts,https://www.mountainproject.com/route/105724360/shakin-the-shirts,1.2,Trad,5.10a,1,50,34.02621,-116.16454,105724360,"['Dutzi Rock', 'The Outback', 'Joshua Tree National Park', 'California']",10,S,
Lippo Suction,https://www.mountainproject.com/route/106390802/lippo-suction,1.2,Sport,5.10a,1,30,33.99838,-116.14639,106390802,"['North Horror Rock - West Face', 'North Horror Rock', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Brain Tumor,https://www.mountainproject.com/route/108492864/brain-tumor,1.3,Sport,5.10a,1,70,34.05296,-116.17629,108492864,"['Unreported Rock', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Waltz for Debby,https://www.mountainproject.com/route/105723265/waltz-for-debby,1.3,Trad,5.10a,1,60,34.07261,-116.14067,105723265,"['The Arrowhead', 'The Valley of Kings', 'Rattlesnake Canyon', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Stud Muffin,https://www.mountainproject.com/route/105947203/stud-muffin,1.3,Sport,5.10a,1,40,34.09627,-116.15662,105947203,"[""Jaime's Rock"", 'Group Campsite  1', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Slanta Claus Center,https://www.mountainproject.com/route/107394792/slanta-claus-center,1.3,Trad,5.10a,1,30,34.0145,-116.1713,107394792,"['Slanta Claus Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,S,
Hot Tub of Death,https://www.mountainproject.com/route/105835939/hot-tub-of-death,1.3,Trad,5.10a,1,80,34.01924,-116.16711,105835939,"['The Hot Tub', 'Steve Canyon Area', 'The Outback', 'Joshua Tree National Park', 'California']",10,S,
Tipples in Rime,https://www.mountainproject.com/route/107796492/tipples-in-rime,1.3,TR,5.10a,1,60,33.99851,-116.11956,107796492,"['Wailing Sax Wall', 'Sheep Pass Group CG Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Pinhead,https://www.mountainproject.com/route/105724357/pinhead,1.2,Trad,5.10a R,1,70,34.02621,-116.16454,105724357,"['Dutzi Rock', 'The Outback', 'Joshua Tree National Park', 'California']",10,R,
Cherry Blossom,https://www.mountainproject.com/route/105722557/cherry-blossom,0.9,Trad,5.10a,1,50,34.01466,-116.14454,105722557,"['Sphinx Rock', 'Comic Book Area', 'Joshua Tree National Park', 'California']",10,S,
Marsupial Lust,https://www.mountainproject.com/route/105725869/marsupial-lust,1.0,Sport,5.10a,1,30,34.03514,-116.05199,105725869,"['Zsa Zsa Gabor Memorial Boulder', 'North Hollywood', 'Hollywood Area', 'OZ Area', 'Joshua Tree National Park', 'California']",10,S,
Cyborg,https://www.mountainproject.com/route/107350689/cyborg,1.0,Sport,5.10a,1,60,34.02712,-116.15094,107350689,"['Big Hunk (Southwest Face)', 'Big Hunk', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Groove Avoidance System,https://www.mountainproject.com/route/107350590/groove-avoidance-system,1.0,Trad,5.10a,1,35,34.0262,-116.1503,107350590,"['Little Hunk - NE Face (Left)', 'Little Hunk - NE Face', 'Little Hunk', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Uncle Len's Pot Farm,https://www.mountainproject.com/route/106627407/uncle-lens-pot-farm,0.8,Sport,5.10a,1,40,34.0924,-116.1569,106627407,"[""King Otto's Castle"", 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
The Mad Men,https://www.mountainproject.com/route/105725149/the-mad-men,1.0,Trad,5.10a,1,60,34.02706,-116.14201,105725149,"['Hunk Rock - West Face', 'Hunk Rock', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",10,S,
Stinger,https://www.mountainproject.com/route/105857610/stinger,1.0,Trad,5.10a,1,30,33.96083,-116.021,105857610,"['Bronto Rock', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",10,S,
Northwest Passage,https://www.mountainproject.com/route/105724771/northwest-passage,1.0,Trad,5.10a R,1,60,34.05664,-116.17796,105724771,"[""Mary Ann's Face"", ""Gilligan's Island"", 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,R,
All Redheads Smell,https://www.mountainproject.com/route/105859411/all-redheads-smell,1.0,Trad,5.10a/b,1,40,33.9931,-116.06899,105859411,"['Pathetic Dome', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Venetian Blinds,https://www.mountainproject.com/route/106332013/venetian-blinds,1.0,TR,5.10a,1,50,33.99607,-116.15558,106332013,"['Planet X Pinnacle', 'Planet X Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Fists of Fury,https://www.mountainproject.com/route/105722443/fists-of-fury,1.0,Trad,5.10a,1,40,34.02796,-116.14458,105722443,"['Gunsmoke Area', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",10,S,
Safety In Numbers,https://www.mountainproject.com/route/105839915/safety-in-numbers,1.0,Trad,5.10a R,1,80,34.01799,-116.16431,105839915,"['The Blob - West Face', 'The Blob', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",10,R,
Chicken,https://www.mountainproject.com/route/105962255/chicken,1.0,TR,5.10a,1,40,34.0158,-116.16907,105962255,"['Red Burrito', 'Roadside Rocks', 'Joshua Tree National Park', 'California']",10,S,
Short Stop,https://www.mountainproject.com/route/105945135/short-stop,1.0,Trad,5.10a,1,25,34.01287,-116.18063,105945135,"['Jimmy Cliff - South Face', 'Jimmy Cliff', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Bunking Bronkos,https://www.mountainproject.com/route/105724207/bunking-bronkos,1.0,Trad,5.10a,1,40,34.00737,-116.0562,105724207,"['Grand Canyon - East Wall (W. Face)', 'Grand Canyon', 'Split Rocks', 'Joshua Tree National Park', 'California']",10,S,
Milkman (aka Reach For a Peach),https://www.mountainproject.com/route/105723190/milkman-aka-reach-for-a-peach,1.0,Trad,5.10a,1,50,34.01678,-116.17473,105723190,"['Upper Cow Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,S,
Mrs. Magoo,https://www.mountainproject.com/route/105947556/mrs-magoo,1.0,Trad,5.10a,1,80,34.025,-116.1971,105947556,"['Kaleidoscope Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Like My Lump,https://www.mountainproject.com/route/105724765/like-my-lump,1.0,Trad,5.10a R,1,70,34.0214,-116.06832,105724765,"['Queen Crimson Dome', 'Desert Queen Mine', 'Joshua Tree National Park', 'California']",10,R,
Psychocandy,https://www.mountainproject.com/route/112555844/psychocandy,1.0,Trad,5.10a,1,160,34.0261,-116.1507,112555844,"['SW Face Right (Monkey Business Wall)', 'Little Hunk - SW Face', 'Little Hunk', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
There Goes the Bride,https://www.mountainproject.com/route/114027946/there-goes-the-bride,1.0,Sport,5.10a,1,40,34.03667,-116.13553,114027946,"['The Wedding Block', 'Near East', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
F.U.N.,https://www.mountainproject.com/route/106653299/fun,1.0,TR,5.10a,1,50,34.0242,-116.1582,106653299,"['Echo Cove - South Face', 'Echo Cove', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Serbian Stairway,https://www.mountainproject.com/route/105914713/serbian-stairway,1.0,Trad,5.10a PG13,1,100,34.02271,-116.17773,105914713,"['IRS Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,PG13,
Anty Matter,https://www.mountainproject.com/route/110095898/anty-matter,1.0,Trad,5.10a PG13,1,100,34.03977,-116.1487,110095898,"['The Moonstone', 'West Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,PG13,
Meth Mart,https://www.mountainproject.com/route/107320217/meth-mart,1.0,Trad,5.10-,1,50,34.10966,-116.17254,107320217,"[""The Monkey's Paw"", 'Boy Scout Trail Area', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Mr Bunny Meets the Expando Flake,https://www.mountainproject.com/route/111387200/mr-bunny-meets-the-expando-flake,1.0,Trad,5.10a/b R,1,30,33.9863,-116.1602,111387200,"['Rabbit Warren - South Boulder', 'Rabbit Warren', 'Cap Rock Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,R,
Strike It Rich,https://www.mountainproject.com/route/107098711/strike-it-rich,1.0,Trad,5.10a R,2,300,34.03824,-116.1466,107098711,"['South Astro Dome - East Face', 'South Astro Dome', 'The Astro Domes', 'West Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,R,
Queens Gambit Accepted,https://www.mountainproject.com/route/107872829/queens-gambit-accepted,1.0,Trad,5.10-,1,70,34.05165,-116.20082,107872829,"['Vagmarken Hill - North Face', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",10,S,
Stimpy,https://www.mountainproject.com/route/106808777/stimpy,1.0,Trad,5.10a,1,40,33.99063,-116.14385,106808777,"['Target Rock (N. Face)', 'Target Rock', 'Oyster Bar Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Boner Donor,https://www.mountainproject.com/route/105723091/boner-donor,1.0,Sport,5.10a,1,70,33.9906,-116.14114,105723091,"['The Oyster Bar', 'Oyster Bar Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Walker Spur,https://www.mountainproject.com/route/107123378/walker-spur,1.0,Trad,5.10a,1,30,34.01773,-116.17539,107123378,"['Alps Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,S,
Gypsy,https://www.mountainproject.com/route/105885067/gypsy,1.0,Trad,5.10a,1,60,34.08943,-116.15827,105885067,"['Wonder Bluffs', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Cosmic Debris,https://www.mountainproject.com/route/107105375/cosmic-debris,1.0,Trad,5.10a,1,100,34.03977,-116.1487,107105375,"['The Moonstone', 'West Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Awesome Betty,https://www.mountainproject.com/route/107165233/awesome-betty,1.0,Trad,5.10a,1,60,34.0925,-116.1576,107165233,"['Center Crag', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Slip Silly (aka Forgotten Crack),https://www.mountainproject.com/route/105724954/slip-silly-aka-forgotten-crack,1.0,Trad,5.10a R,1,50,34.0935,-116.1561,105724954,"['Billboard Buttress', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,R,
Dollars and Sense,https://www.mountainproject.com/route/106311324/dollars-and-sense,1.0,TR,5.10a/b,1,50,34.03427,-116.14069,106311324,"['Bankrupt Wall', 'South Wonderland Approach', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
"Red  Crack, The",https://www.mountainproject.com/route/107134702/red-crack-the,1.0,Trad,5.10a,1,120,34.0481,-116.1021,107134702,"['Cirque of the Climbables - Right Side', 'Cirque of the Climbables', 'Queen Mountain', 'Joshua Tree National Park', 'California']",10,S,
Picking Up The Pieces,https://www.mountainproject.com/route/105725161/picking-up-the-pieces,1.0,Trad,5.10a,1,70,34.01987,-116.16352,105725161,"['Outhouse Rock - West Face', 'Outhouse Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",10,S,
Military Industrial Complex,https://www.mountainproject.com/route/107127023/military-industrial-complex,1.0,Trad,5.10a,1,80,33.99983,-116.14687,107127023,"['East Wall Inner (Exorcist Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Big Gulp,https://www.mountainproject.com/route/106059295/big-gulp,1.0,Trad,5.10a,1,50,34.05296,-116.17629,106059295,"['The Convenience Store', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Fabio's Crack,https://www.mountainproject.com/route/105723133/fabios-crack,1.0,Trad,5.10a,1,60,33.9571,-116.1205,105723133,"['The Iguana', 'The Galapagos', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",10,S,
"Gash, The",https://www.mountainproject.com/route/107157377/gash-the,1.0,Trad,5.10a,1,80,34.01302,-116.16798,107157377,"['Pitted Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,S,
Labyrinth,https://www.mountainproject.com/route/105724624/labyrinth,1.0,Trad,5.10a,1,70,34.0481,-116.1021,105724624,"['Cirque of the Climbables - Left Side', 'Cirque of the Climbables', 'Queen Mountain', 'Joshua Tree National Park', 'California']",10,S,
Right Convergence Crack,https://www.mountainproject.com/route/105941998/right-convergence-crack,1.0,Trad,5.10a R,1,30,33.95903,-116.01814,105941998,"['Graystone, The', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",10,R,
Billy Barty Crack,https://www.mountainproject.com/route/105965760/billy-barty-crack,1.0,Trad,5.10a/b,1,50,34.0285,-116.17877,105965760,"['Left Hand of Darkness - West Face', 'Left Hand of Darkness', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Right-Handed Dyke,https://www.mountainproject.com/route/106642620/right-handed-dyke,1.0,Trad,5.10a,1,50,34.03726,-116.14539,106642620,"['Vagmarken Buttress Right', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",10,S,
Thumbs Up,https://www.mountainproject.com/route/107099083/thumbs-up,1.0,Trad,5.10a,1,100,34.06487,-116.14877,107099083,"['The Flying Fortress', 'Grey Giant Area', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Fuzz Bumper,https://www.mountainproject.com/route/106769599/fuzz-bumper,1.0,Trad,5.10a,1,50,34.07226,-116.1721,106769599,"['Fuzz Bumper Crag', 'West Mongolia', 'Outer Mongolia', 'The Middle Kingdom', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Power Shopping,https://www.mountainproject.com/route/106757607/power-shopping,1.0,Trad,5.10a,1,50,34.02369,-116.07083,106757607,"['The Lion', 'Desert Queen Mine', 'Joshua Tree National Park', 'California']",10,S,
Gemstoner,https://www.mountainproject.com/route/106267470/gemstoner,1.0,Trad,5.10- R,1,40,33.94905,-116.0734,106267470,"['The Diamond', 'Diamond Clump', 'Virgin Islands Area', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",10,R,
You Missed,https://www.mountainproject.com/route/105965679/you-missed,1.0,Trad,5.10a PG13,1,30,33.99019,-116.14432,105965679,"['Target Rock - (SW Face)', 'Target Rock', 'Oyster Bar Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,PG13,
Frontal Logranity,https://www.mountainproject.com/route/105835341/frontal-logranity,1.0,Trad,5.10a,1,80,34.01396,-116.14343,105835341,"['BC Buttress', 'Comic Book Area', 'Joshua Tree National Park', 'California']",10,S,
Half A Route,https://www.mountainproject.com/route/105851224/half-a-route,1.0,Trad,5.10a,1,40,33.9934,-116.06892,105851224,"['Prime Clump', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Daze of Who,https://www.mountainproject.com/route/105835363/daze-of-who,1.0,Trad,5.10a,1,40,34.01161,-116.14659,105835363,"['Deja Vu Pinnacle', 'Watergate Rock Area', 'Comic Book Area', 'Joshua Tree National Park', 'California']",10,S,
Sparky,https://www.mountainproject.com/route/105945355/sparky,1.0,Trad,5.10-,1,40,34.01924,-116.18094,105945355,"['Sparky Slab', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Hands Away,https://www.mountainproject.com/route/105723160/hands-away,1.0,Trad,5.10a,1,50,34.01242,-116.16858,105723160,"['Gateway Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,S,
The Accidental Purist,https://www.mountainproject.com/route/105725227/the-accidental-purist,1.0,Trad,5.10a,1,30,33.99619,-116.15765,105725227,"['Thin Vice Area', 'Love Nest Area', 'Planet X Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Blizzard,https://www.mountainproject.com/route/119056984/blizzard,1.0,Trad,5.10a,1,60,34.02158,-116.17704,119056984,"['Dairy Queen Wall - Left Side', 'Dairy Queen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Orbitty,https://www.mountainproject.com/route/116382998/orbitty,1.0,TR,5.10-,1,80,34.0437,-116.14234,116382998,"['Pea Brain', 'East Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
The Devil's Butthole,https://www.mountainproject.com/route/106787559/the-devils-butthole,1.0,Sport,5.10-,1,50,34.02081,-116.05681,106787559,"['Beluga Boulders', 'Loveland', 'Joshua Tree National Park', 'California']",10,S,
Mountain Lion Attack,https://www.mountainproject.com/route/105725623/mountain-lion-attack,1.0,Trad,5.10a R,1,60,34.0835,-116.1406,105725623,"['The Polka Dot Wall', 'Rattlesnake Canyon', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,R,
Thomas Crapper,https://www.mountainproject.com/route/108755769/thomas-crapper,1.0,Trad,5.10-,1,60,34.02551,-116.15531,108755769,"['Hidden Slab', 'Echo Rock - East Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Dandelion Stem,https://www.mountainproject.com/route/105725125/dandelion-stem,1.0,TR,5.10a,1,100,34.01661,-116.16386,105725125,"['The Old Woman - West Face', 'The Old Woman', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",10,S,
Carne Asada,https://www.mountainproject.com/route/113953651/carne-asada,1.0,Trad,5.10a R,1,80,34.01657,-116.17059,113953651,"['Great Burrito', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",10,R,
Hanna Montana,https://www.mountainproject.com/route/105945226/hanna-montana,1.0,TR,5.10a,1,60,33.99446,-116.14002,105945226,"['Saddle Rocks - Skirt  (West Face)', 'Saddle Rocks - Skirt', 'Saddle Rocks', 'Saddle Rocks Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Tucker-Powell,https://www.mountainproject.com/route/108017010/tucker-powell,1.0,Trad,5.10a,1,50,34.02465,-116.15513,108017010,"['Echo Rock - South Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Broken Aero,https://www.mountainproject.com/route/111150235/broken-aero,1.0,TR,5.10a/b,1,35,33.99983,-116.14687,111150235,"['East Wall Inner (Exorcist Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,S,
Dicey Dan,https://www.mountainproject.com/route/108271912/dicey-dan,1.0,Sport,5.10-,1,40,34.10114,-116.13393,108271912,"['Portlandia', 'Northeast Hills', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
Belgian Chongo,https://www.mountainproject.com/route/108017053/belgian-chongo,1.0,Trad,5.10a R,1,50,34.02465,-116.15513,108017053,"['Echo Rock - South Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,R,
Witchy Woman,https://www.mountainproject.com/route/111767107/witchy-woman,1.0,TR,5.10-,1,25,34.03989,-116.19486,111767107,"['AFPA Rock', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",10,S,
Jelly Roll,https://www.mountainproject.com/route/111693303/jelly-roll,1.0,TR,5.10a/b,1,60,34.03299,-116.18474,111693303,"['Jellystone Southwest Face', 'Jellystone', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
Count Chocula,https://www.mountainproject.com/route/109537631/count-chocula,1.0,TR,5.10a,1,50,34.02386,-116.15132,109537631,"['Little Rock Candy Mountain', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Familial Feud,https://www.mountainproject.com/route/106931300/familial-feud,1.0,TR,5.10-,1,60,34.02521,-116.15706,106931300,"['Echo Cove - East Side', 'Echo Cove', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Dandelion Wine,https://www.mountainproject.com/route/105725128/dandelion-wine,1.0,TR,5.10a,1,100,34.01661,-116.16386,105725128,"['The Old Woman - West Face', 'The Old Woman', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",10,S,
Fresno,https://www.mountainproject.com/route/106769753/fresno,1.0,Trad,5.10a,1,60,34.02522,-116.15058,106769753,"['Snickers - North Face', 'Snickers', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
"New Hampshire, Naturally",https://www.mountainproject.com/route/105892093/new-hampshire-naturally,0.8,Trad,5.10a/b,1,140,34.06345,-116.14818,105892093,"['The Fortress', 'Grey Giant Area', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",10,S,
Ulnar Nerve,https://www.mountainproject.com/route/106759520/ulnar-nerve,1.0,Trad,5.10a,1,80,34.02522,-116.15058,106759520,"['Snickers - North Face', 'Snickers', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Square Headache,https://www.mountainproject.com/route/111414971/square-headache,1.0,Trad,5.10-,1,30,34.09627,-116.15662,111414971,"[""Jaime's Rock"", 'Group Campsite  1', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",10,S,
The Nymph's Voice,https://www.mountainproject.com/route/111277221/the-nymphs-voice,1.0,Trad,5.10-,1,40,34.02618,-116.15958,111277221,"['The Nymph Node', 'Reverberation Rocks', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",10,S,
Open Casket Funeral,https://www.mountainproject.com/route/111933046/open-casket-funeral,1.0,TR,5.10a/b,1,40,34.01817,-116.1907,111933046,"['Ranger Station Rock', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",10,S,
The Snake Dike,https://www.mountainproject.com/route/105887495/the-snake-dike,1.0,Trad,5.10a R,1,60,33.98248,-116.15446,105887495,"['The Manure Pile', 'Ryan Campground', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",10,R,
