Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Stucco,"Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271743/stucco,2.2,-1,Sport,5.8,1,40,34.08599,-116.14488
"Slippery Slope","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116158425/slippery-slope,1.7,-1,Sport,5.8,1,65,34.08599,-116.14488
"Bad Water","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271859/bad-water,1.7,-1,Trad,5.8,1,40,34.08599,-116.14488
"Pretty Woman","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271846/pretty-woman,2.6,-1,Sport,5.8+,1,40,34.08599,-116.14488
"Kat's Meow","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271443/kats-meow,2.3,-1,Sport,5.9,1,70,34.08599,-116.14488
Wildman,"Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271808/wildman,2.3,-1,Sport,5.9,1,80,34.08599,-116.14488
Boortemus,"Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722686/boortemus,2.9,-1,Trad,5.10+,1,35,34.08599,-116.14488
"Bourbon on Ice","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722692/bourbon-on-ice,2.1,-1,Trad,5.10d,1,60,34.08599,-116.14488
"Finley's Crack","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724330/finleys-crack,2.0,-1,Trad,5.11a,1,50,34.08599,-116.14488
"The Cold Shoulder","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721618/the-cold-shoulder,1.0,-1,Sport,5.11c,1,40,34.08599,-116.14488
Deception,"Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724654/deception,2.0,-1,Sport,5.12c,1,40,34.08599,-116.14488
"Cold Fusion","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724648/cold-fusion,2.0,-1,Sport,5.13a,1,40,34.08599,-116.14488
Icebreaker,"Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724651/icebreaker,2.0,-1,Sport,5.13b,1,40,34.08599,-116.14488
"Hot Tamale","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724657/hot-tamale,2.0,-1,Sport,5.13b,1,40,34.08599,-116.14488
Clipper,"The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724840/clipper,1.0,-1,Trad,5.7,1,40,34.0835,-116.1406
"Swimming To Antarctica","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724888/swimming-to-antarctica,1.0,-1,Trad,5.7,1,50,34.0835,-116.1406
"Election Fraud Rules","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724861/election-fraud-rules,1.0,-1,Trad,5.7+,1,70,34.0835,-116.1406
"Wild Goose Chase","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722818/wild-goose-chase,2.0,-1,Trad,5.7+,1,60,34.0835,-116.1406
Squirty,"The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724858/squirty,1.0,-1,Trad,5.8,1,40,34.0835,-116.1406
"The Mormon Sleepover","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722821/the-mormon-sleepover,1.5,-1,Trad,5.8+,1,70,34.0835,-116.1406
"Pluton Splendor","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724876/pluton-splendor,1.0,-1,Trad,5.8+,1,50,34.0835,-116.1406
Caterpillar,"The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724846/caterpillar,1.0,-1,Trad,5.9,1,50,34.0835,-116.1406
"Gropler Zorn","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722824/gropler-zorn,0.0,-1,Trad,5.9,1,50,34.0835,-116.1406
"Esplanade Bike Trail","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724882/esplanade-bike-trail,1.0,-1,Trad,5.9,1,50,34.0835,-116.1406
"Student Body","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724843/student-body,2.0,-1,Trad,5.10a,1,50,34.0835,-116.1406
"Mountain Lion Attack","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725623/mountain-lion-attack,1.0,-1,Trad,"5.10a R",1,60,34.0835,-116.1406
"Jumbo Pumping Refiners Poodle","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722830/jumbo-pumping-refiners-poodle,1.0,-1,TR,5.10a,1,70,34.0835,-116.1406
"Jumbo Pumping Love","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722827/jumbo-pumping-love,1.0,-1,TR,5.10a/b,1,70,34.0835,-116.1406
"Postmaster Pleasure","The Central Library > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724456/postmaster-pleasure,1.7,-1,Trad,5.10a,1,50,34.07736,-116.1377
"Librarian Lust","The Central Library > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722839/librarian-lust,1.3,-1,Trad,5.10a,1,40,34.07736,-116.1377
"Jojoba Heater","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108442899/jojoba-heater,3.0,-1,Trad,5.7,1,80,34.07734,-116.14081
"Taken for Granite","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722995/taken-for-granite,3.1,-1,Trad,5.8-,1,120,34.07734,-116.14081
"200 Motels","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722998/200-motels,2.8,-1,Trad,5.8,1,110,34.07734,-116.14081
"Back Up Singers","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723001/back-up-singers,2.9,-1,Trad,5.8,1,180,34.07734,-116.14081
"Approach Pitch","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106107985/approach-pitch,1.0,-1,Trad,"5.8+ PG13",1,80,34.07734,-116.14081
"Foxtail Fryer","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108442966/foxtail-fryer,3.0,-1,TR,5.10a,1,80,34.07734,-116.14081
"Cactus Cooler","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107955799/cactus-cooler,2.3,-1,Trad,5.10b,1,80,34.07734,-116.14081
"Test Pilot","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107090655/test-pilot,3.3,-1,Trad,5.10b,1,50,34.07734,-116.14081
"Pictures of Home","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723007/pictures-of-home,2.3,-1,Trad,5.11a,1,50,34.07734,-116.14081
"Roy's Route","Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723913/roys-route,1.0,-1,Trad,5.11b,1,170,34.07734,-116.14081
Eureka!,"Rattlesnake Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723022/eureka,3.8,-1,Sport,5.12a/b,1,95,34.07734,-116.14081
"Ranch Hand","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725032/ranch-hand,1.4,-1,Trad,5.7,1,80,34.08348,-116.14258
"Corral Crack","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723064/corral-crack,1.5,-1,Trad,5.7,1,60,34.08348,-116.14258
"Party in the West","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/110104651/party-in-the-west,1.4,-1,Trad,5.8,1,70,34.08348,-116.14258
"Wide Ride","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/110098544/wide-ride,1.5,-1,Trad,5.8,1,60,34.08348,-116.14258
"A Fistfull of Poodles","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723061/a-fistfull-of-poodles,1.5,-1,Trad,5.8,1,60,34.08348,-116.14258
"Herd Instinct","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107483611/herd-instinct,1.0,-1,Trad,5.8,1,60,34.08348,-116.14258
"Chuck Wagon Crack","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723775/chuck-wagon-crack,1.5,-1,Trad,"5.8+ R",2,70,34.08348,-116.14258
"High Plains Drifter","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723778/high-plains-drifter,1.9,-1,Trad,5.9,1,40,34.08348,-116.14258
"Way Out West","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107483626/way-out-west,2.0,-1,TR,5.9,1,40,34.08348,-116.14258
"Only Outlaws Have Guns","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725044/only-outlaws-have-guns,1.9,-1,Trad,5.9+,1,70,34.08348,-116.14258
"Report all Gunshot Wounds","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725029/report-all-gunshot-wounds,0.7,-1,Trad,5.10a,1,50,34.08348,-116.14258
"Six-Gun by My Side","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723058/six-gun-by-my-side,2.5,-1,Trad,5.10a,1,70,34.08348,-116.14258
"Party in the Desert","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723055/party-in-the-desert,3.0,-1,Trad,5.10b,1,70,34.08348,-116.14258
"Party till Ya' Puke","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723598/party-till-ya-puke,2.8,-1,Trad,5.10b,1,70,34.08348,-116.14258
"City Slickers","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107483621/city-slickers,1.0,-1,TR,5.10c,1,40,34.08348,-116.14258
"Wild Wild West","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725041/wild-wild-west,1.7,-1,Sport,5.10d,1,60,34.08348,-116.14258
"Honky Justice","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723073/honky-justice,1.5,-1,Trad,5.12a/b,1,50,34.08348,-116.14258
"Shotgun Wedding","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/110104716/shotgun-wedding,1.0,-1,Trad,"5.7 R",1,70,34.08355,-116.14213
"Pony Express","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105911210/pony-express,1.5,-1,Trad,5.8,1,50,34.08355,-116.14213
"Exfoliation Confrontation","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725038/exfoliation-confrontation,2.4,-1,Trad,5.9+,1,80,34.08355,-116.14213
"Bucket Bronco","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724816/bucket-bronco,2.1,-1,Trad,5.10a,1,60,34.08355,-116.14213
"Hang 'em High","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105911195/hang-em-high,2.0,-1,Sport,5.10a,1,60,34.08355,-116.14213
"Czech Crack","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105911219/czech-crack,2.0,-1,Trad,5.10a,1,50,34.08355,-116.14213
"High Noon","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105901963/high-noon,1.7,-1,Trad,"5.10b R",1,60,34.08355,-116.14213
"The Onion","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107871488/the-onion,1.0,-1,TR,5.10,1,40,34.08355,-116.14213
"Kill Them All and Let God Sort Them Out","Corral Wall High Buttress > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106787167/kill-them-all-and-let-god-sort-them-out,1.0,-1,Trad,5.8,1,80,34.08356,-116.144
"Dead Man's Hand","Corral Wall High Buttress > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106787163/dead-mans-hand,2.5,-1,Trad,5.9,1,60,34.08356,-116.144
"Asia Carrera","The Dark Continent > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723235/asia-carrera,2.0,-1,Trad,5.10b,1,40,34.0835,-116.1406
"Bulkhead Arete","The Bulkhead > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723262/bulkhead-arete,2.7,-1,Trad,"5.10b R",1,80,34.07856,-116.14012
"Exiled in Sweden","The Bulkhead > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723280/exiled-in-sweden,2.0,-1,Trad,5.10d,1,80,34.07856,-116.14012
"You're the One For Me, Fatty","The Morrissey Crag > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723331/youre-the-one-for-me-fatty,1.0,-1,Trad,5.10c,1,80,34.0835,-116.1406
"Last of the Famous International Playboys","The Morrissey Crag > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723319/last-of-the-famous-international-playboys,1.0,-1,Trad,"5.11c R",1,80,34.0835,-116.1406
"The KD Boulder Crack","The KD Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723886/the-kd-boulder-crack,1.0,-1,TR,5.10,1,30,34.07839,-116.14248
"Love Comes in Spurts","The KD Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106402142/love-comes-in-spurts,1.0,-1,Trad,5.10+,1,40,34.07839,-116.14248
"The Little Big Man","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724423/the-little-big-man,0.7,-1,Trad,5.9,1,100,34.08111,-116.14794
"Custer's Last Stand","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723919/custers-last-stand,1.0,-1,Trad,5.9,1,80,34.08111,-116.14794
"The Flamboyant Arrow","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723925/the-flamboyant-arrow,1.3,-1,Trad,5.9,1,140,34.08111,-116.14794
"Welcome to Indian Country","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724429/welcome-to-indian-country,2.0,-1,Trad,5.10a,1,120,34.08111,-116.14794
"Tribal Gambling","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724414/tribal-gambling,1.0,-1,Trad,5.10d,1,40,34.08111,-116.14794
"A Good Day to Die","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723916/a-good-day-to-die,3.0,-1,Trad,"5.11c R",1,80,34.08111,-116.14794
"The Last of the Gohegans","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724432/the-last-of-the-gohegans,2.0,-1,Trad,5.11d,1,80,34.08111,-116.14794
"The Little Big Horn","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723922/the-little-big-horn,3.3,-1,Trad,5.12a,1,120,34.08111,-116.14794
"Desert Whale","Mini-Mall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723928/desert-whale,1.0,-1,Sport,5.11b,1,40,34.08072,-116.1399
"Return To Hell","Mini-Mall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723931/return-to-hell,1.0,-1,Sport,5.11b,1,30,34.08072,-116.1399
"Stink Steak","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724024/stink-steak,0.0,-1,Trad,5.7,1,70,34.07859,-116.1451
"The White Dihedral","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724033/the-white-dihedral,1.0,-1,Trad,5.7,1,100,34.07859,-116.1451
"The Snakeye Pillar","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724018/the-snakeye-pillar,2.0,-1,Trad,5.7+,1,100,34.07859,-116.1451
"Split Tail","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106760023/split-tail,1.0,-1,Sport,5.9,2,100,34.07859,-116.1451
"Six Finger Fist","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723988/six-finger-fist,2.0,-1,Trad,5.10a,1,80,34.07859,-116.1451
"High Tops (Cheops)","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724012/high-tops-cheops,1.8,-1,Trad,"5.10a R",1,120,34.07859,-116.1451
"Stink Finger","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724015/stink-finger,2.3,-1,Sport,5.10b,1,100,34.07859,-116.1451
"Wrap That  Rascal","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724021/wrap-that-rascal,1.5,-1,Trad,5.10b,1,60,34.07859,-116.1451
Unknown,"The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724027/unknown,0.0,-1,Trad,5.10c,1,90,34.07859,-116.1451
"Shake, Rattle And Roll","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724030/shake-rattle-and-roll,1.5,-1,Trad,5.11b,2,160,34.07859,-116.1451
Vajayjay,"Commissioner's Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106777118/vajayjay,2.0,-1,Trad,5.9,1,70,34.07631,-116.14188
"Dora The Explorer","Vernal Walls > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724201/dora-the-explorer,2.0,-1,Trad,5.10b,1,90,34.07824,-116.14007
"Waltzing Wern","Vernal Walls > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724159/waltzing-wern,2.0,-1,Trad,5.11a,1,160,34.07824,-116.14007
