Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Kill Them All and Let God Sort Them Out","Corral Wall High Buttress > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106787167/kill-them-all-and-let-god-sort-them-out,1.0,-1,Trad,5.8,1,80,34.08356,-116.144
"The Vacation Boge","The Vernulator > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724162/the-vacation-boge,0.7,-1,Trad,5.8+,1,40,34.0835,-116.1406
"Hop Sing","Ponderosa Wall / Black Tower > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105906947/hop-sing,2.6,-1,Trad,5.8,1,115,34.08182,-116.14139
"Nic Traverse","Monkey Wall > Stealth Pillar Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106786251/nic-traverse,2.0,-1,Sport,5.8,1,60,34.08516,-116.13521
"Dig For Fire","Monkey Wall > Stealth Pillar Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106786255/dig-for-fire,2.0,-1,Sport,5.8,1,50,34.08516,-116.13521
"Monkey Gone to Heaven","Monkey Wall > Stealth Pillar Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106786263/monkey-gone-to-heaven,1.0,-1,Trad,5.8,1,50,34.08516,-116.13521
"Funky Fresh","Alien Head Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106748425/funky-fresh,0.0,-1,Sport,5.8,1,50,34.08779,-116.13661
Starrbonne,"Alien Head Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106748317/starrbonne,1.5,-1,Sport,5.8,1,50,34.08779,-116.13661
"Holly Hipkiss","Alien Head Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106745057/holly-hipkiss,2.1,-1,Sport,5.8,1,50,34.08779,-116.13661
"The Hammer","Alien Head Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106748403/the-hammer,2.0,-1,Sport,5.8,1,40,34.08779,-116.13661
Charmander,"The Stadium > Leisure World > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111247241/charmander,2.0,-1,Sport,5.8,1,50,34.09188,-116.13731
"Tammy Pentacost","The Stadium > Leisure World > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111247256/tammy-pentacost,2.2,-1,Sport,5.8,1,50,34.09188,-116.13731
"The Arena","The Stadium > Leisure World > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111247274/the-arena,1.4,-1,Sport,5.8+,1,50,34.09188,-116.13731
"Udi Slab routes  A and B (unknown names)","Udi Buttress Area > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106759977/udi-slab-routes-a-and-b-unknown-names,1.0,-1,Trad,"5.8 R",1,80,34.07616,-116.14317
"Hot Tub Honey","Hodgepodge Rock - North Face > Hodgepodge Rock > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724405/hot-tub-honey,1.4,-1,Trad,5.8,1,40,34.09713,-116.16051
Hogback,"Hodgepodge Rock - West Face > Hodgepodge Rock > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725704/hogback,1.5,-1,Trad,5.8,1,40,34.09669,-116.16054
"Bakersfield Bomb","Hodgepodge Rock - West Face > Hodgepodge Rock > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725707/bakersfield-bomb,1.4,-1,Trad,5.8,1,50,34.09669,-116.16054
"Zinging in the Grain","Grain Central Station > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105886752/zinging-in-the-grain,0.5,-1,Trad,5.8,1,40,34.09935,-116.16321
"Mother of All Poodles","Grain Central Station > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111128258/mother-of-all-poodles,0.5,-1,Trad,5.8,1,30,34.09935,-116.16321
"Gang Grain","Grain Central Station > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/118338498/gang-grain,1.0,-1,Trad,5.8,1,40,34.09935,-116.16321
"Youth Run Wild","Valle De Duck > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105889349/youth-run-wild,-1.0,-1,Trad,5.8,1,,34.097,-116.1592
"Lion Tamer","Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105872896/lion-tamer,1.9,-1,Trad,"5.8 PG13",1,60,34.10248,-116.16901
"Reagan Did A Good Job","The Wall of Absurdities > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105883529/reagan-did-a-good-job,1.0,-1,Trad,"5.8 X",1,,34.09639,-116.1649
"Youth groups need to climb too","Empire Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107468335/youth-groups-need-to-climb-too,1.0,-1,Trad,5.8,1,40,34.09706,-116.15676
"Jelly on Springs","Empire Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106670588/jelly-on-springs,2.3,-1,Sport,5.8,1,50,34.09706,-116.15676
Greystoke,"Africa Face > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105953248/greystoke,1.3,-1,Trad,"5.8 R",1,,34.09639,-116.1649
"Weird Wall Right","Weird Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106808015/weird-wall-right,2.0,-1,Trad,5.8,1,70,34.09639,-116.1649
"Wine in a Box","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111414932/wine-in-a-box,1.0,-1,Trad,"5.8 X",1,30,34.09627,-116.15662
"Mingo's Route","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107265446/mingos-route,-1.0,-1,Trad,5.8,1,40,34.09627,-116.15662
"Easter Egg Hunt (aka Jaime Maneuver)","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106704594/easter-egg-hunt-aka-jaime-maneuver,1.8,-1,Sport,5.8,1,45,34.09627,-116.15662
"Preggers Can't Be Boozers","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107487726/preggers-cant-be-boozers,1.0,-1,Trad,5.8,1,25,34.09627,-116.15662
"Easter Overflow","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105884241/easter-overflow,1.9,-1,Sport,5.8+,1,50,34.09627,-116.15662
"Group Grope","Group Camp  1 Wall > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107265460/group-grope,-1.0,-1,Trad,"5.8 PG13",1,70,34.09685,-116.15698
Carmania,"Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723862/carmania,2.2,-1,Trad,5.8,1,80,34.088,-116.1535
"Driving Limitations","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721699/driving-limitations,1.6,-1,Trad,5.8-,1,60,34.0935,-116.1561
"We Dive At Dawn","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721696/we-dive-at-dawn,2.1,-1,Trad,5.8,1,60,34.0935,-116.1561
"The Reverend","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721702/the-reverend,2.1,-1,Trad,5.8,1,70,34.0935,-116.1561
"Rhythm of the Heat","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722173/rhythm-of-the-heat,2.3,-1,Trad,"5.8 R",1,40,34.09453,-116.15627
Bombay,"Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723739/bombay,1.9,-1,Trad,5.8,1,40,34.09258,-116.15368
Calcutta,"Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723742/calcutta,1.9,-1,Trad,5.8,1,40,34.09258,-116.15368
"Pfundt's Folly","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725023/pfundts-folly,1.4,-1,Trad,5.8,1,40,34.09258,-116.15368
"Fluff Boy","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725347/fluff-boy,1.7,-1,Trad,5.8,1,50,34.09258,-116.15368
"Tight Shoes","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721765/tight-shoes,1.6,-1,Trad,"5.8- R",1,30,34.09258,-116.15315
"Steady Breeze","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105970978/steady-breeze,1.9,-1,Trad,"5.8 R",1,30,34.09258,-116.15315
"Up to Heaven","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105970984/up-to-heaven,2.0,-1,Trad,"5.8 R",1,30,34.09258,-116.15315
"Big Step","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725512/big-step,1.2,-1,Trad,"5.8 R",1,30,34.09258,-116.15315
"Right N Up","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725833/right-n-up,1.7,-1,Trad,"5.8 R",1,35,34.09258,-116.15315
"Scotch with a Twist","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105962266/scotch-with-a-twist,1.4,-1,Trad,"5.8 R",1,30,34.0962,-116.1578
"The Haberdashery","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106148915/the-haberdashery,1.6,-1,Trad,5.8,1,40,34.0962,-116.1578
Bouncer,"Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724972/bouncer,1.6,-1,Trad,5.8,1,40,34.0963,-116.1522
DOA,"Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724990/doa,1.2,-1,Trad,"5.8 X",1,40,34.0963,-116.1522
"3rd Class It","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106997844/3rd-class-it,1.0,-1,Trad,5.8,1,35,34.0963,-116.1522
"Little Brown Eye","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105977790/little-brown-eye,1.5,-1,Trad,5.8,1,,34.09567,-116.15851
"Midweek Crisis","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116216021/midweek-crisis,1.0,-1,Trad,5.8,1,40,34.09567,-116.15851
"Campfire Girl (Half Route)","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721978/campfire-girl-half-route,2.9,-1,Trad,5.8+,1,50,34.09567,-116.15851
"McAloo Tikki","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107382280/mcaloo-tikki,1.3,-1,TR,5.8,1,60,34.09514,-116.1586
McStain,"Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106046738/mcstain,1.9,-1,Sport,5.8,1,60,34.09514,-116.1586
"Heart Slab","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722302/heart-slab,1.4,-1,Trad,5.8,1,80,34.09514,-116.1586
"Mother's Little Helper","Alpentine Wall > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/109988450/mothers-little-helper,2.0,-1,Trad,5.8,1,100,34.09534,-116.15935
"Full Day Runner","Alpentine Wall > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/114080142/full-day-runner,2.1,-1,Trad,5.8,1,75,34.09534,-116.15935
"Nicole Kidman","Condor Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106786140/nicole-kidman,1.0,-1,Trad,"5.8 PG13",1,60,34.09055,-116.15713
"Rings Around Your Danus","Wonder Bluffs > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106807994/rings-around-your-danus,1.0,-1,Trad,5.8+,1,80,34.08943,-116.15827
"Half Time","Moosedog Tower > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105895564/half-time,1.0,-1,Trad,5.8,1,,34.0949,-116.1649
"Wanderin' into Lichtenstein","Moosedog Tower > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073650/wanderin-into-lichtenstein,0.5,-1,Trad,5.8+,2,180,34.0949,-116.1649
"Wandering Winnebago","Moosedog Tower > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107105408/wandering-winnebago,2.3,-1,Trad,5.8+,2,160,34.0949,-116.1649
"Double Crux","Varnished Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106119979/double-crux,1.5,-1,Trad,5.8,1,60,34.09406,-116.15493
Mosaic,"Varnished Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107097162/mosaic,1.3,-1,Trad,5.8,1,80,34.09406,-116.15493
"Crank Queenie","Varnished Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722275/crank-queenie,1.9,-1,Trad,5.8,1,80,34.09406,-116.15493
"Toe the Line","Indian Palisades Corridor > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725773/toe-the-line,2.0,-1,Trad,5.8,1,50,34.09365,-116.15436
"Bitter Brew","Indian Palisades Corridor > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107115389/bitter-brew,1.0,-1,Trad,5.8,1,60,34.09365,-116.15436
"Shake the Snake","Indian Palisades Corridor > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116157123/shake-the-snake,1.4,-1,Sport,"5.8 PG13",1,70,34.09365,-116.15436
Shish-Ka-Bill,"Apparition Rock (Rear) > Apparition Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111456589/shish-ka-bill,1.6,-1,Sport,5.8+,1,50,34.09215,-116.16403
"Crack 63","Spider Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106675745/crack-63,1.4,-1,Trad,5.8,1,50,34.09375,-116.1613
"Spider's Web","Spider Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724987/spiders-web,1.4,-1,Trad,5.8,1,40,34.09375,-116.1613
"Spider Legs","Spider Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106101316/spider-legs,1.3,-1,TR,5.8,1,40,34.09375,-116.1613
Spiderbaby,"Spider Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116216169/spiderbaby,1.0,-1,Trad,5.8,1,40,34.09375,-116.1613
"Poppa Spider","Spider Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723706/poppa-spider,1.5,-1,"Trad, TR",5.8+,1,20,34.09375,-116.1613
Palmreader,"Palmreader Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722458/palmreader,2.5,-1,Trad,5.8,1,40,34.09345,-116.16174
"The Sand Donkey (aka Will It or Won't It)","Willit Pillar > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/110694423/the-sand-donkey-aka-will-it-or-wont-it,2.6,-1,Sport,5.8,1,70,34.0933,-116.15514
"Moving Targets","Willit Pillar > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106983175/moving-targets,2.0,-1,Trad,5.8+,2,140,34.0933,-116.15514
"Tres Equis","Corona/Dos Equis Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105947617/tres-equis,1.7,-1,Trad,"5.8 PG13",1,,34.09361,-116.16236
"White Trash","The Bilbo Buttresses > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724957/white-trash,1.6,-1,Trad,"5.8 PG13",1,80,34.09338,-116.15583
"El Chivo","The Bilbo Buttresses > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723784/el-chivo,2.3,-1,Sport,5.8,1,60,34.09338,-116.15583
"A Snitch In Time","Jailhouse Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725002/a-snitch-in-time,1.0,-1,Trad,"5.8 R",1,60,34.0937,-116.16886
"Margarita Crack","Jailhouse Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725005/margarita-crack,1.3,-1,Trad,5.8,1,70,34.0937,-116.16886
"Nature Walk","Nature Trail Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724279/nature-walk,1.4,-1,Trad,5.8,1,50,34.09405,-116.1683
"Slab Rats","Nature Trail Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724285/slab-rats,1.8,-1,Trad,5.8,1,50,34.09405,-116.1683
"Force of Nature","Nature Trail Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111128303/force-of-nature,1.0,-1,TR,5.8,1,50,34.09405,-116.1683
"Shaken Not Stirred","King Otto's Castle > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106321868/shaken-not-stirred,1.0,-1,Trad,"5.8 R",1,80,34.0924,-116.1569
"The Chessboard","Feudal Wall (Left Side) > Feudal Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105976317/the-chessboard,1.0,-1,Trad,5.8,1,,34.09302,-116.15404
"The Drawbridge","Feudal Wall (Left Side) > Feudal Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107542432/the-drawbridge,1.3,-1,TR,5.8+,1,40,34.09302,-116.15404
"Panama Canal","Feudal Wall (Right Side) > Feudal Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107933074/panama-canal,1.9,-1,Trad,5.8,1,50,34.09313,-116.15342
"It's about Money","Clump Canyon > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116216211/its-about-money,1.0,-1,TR,5.8,1,40,34.09367,-116.16107
"It's About Time","Clump Canyon > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105980859/its-about-time,1.8,-1,Trad,"5.8+ R",1,40,34.09367,-116.16107
"N00ber Goober","N00b Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105857328/n00ber-goober,1.5,-1,Trad,5.8,1,40,34.09192,-116.15242
"Oh God, It's My Boss","Center Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105932829/oh-god-its-my-boss,1.0,-1,Trad,5.8,1,50,34.0925,-116.1576
"Weiner Inspector","The Monkey's Paw > Boy Scout Trail Area > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107320197/weiner-inspector,1.4,-1,Sport,5.8+,1,40,34.10966,-116.17254
"Victory Mango","Gunsight Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107694738/victory-mango,1.0,-1,TR,5.8+,1,45,34.08978,-116.16759
"Hands Off","The Wall - Left Side > The Wall > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721912/hands-off,2.6,-1,Trad,5.8,1,50,34.0181,-116.16141
C.F.M.F.,"The Wall - Middle Section > The Wall > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105839997/cfmf,0.5,-1,Trad,"5.8 R",1,30,34.0181,-116.16141
Dogleg,"The Old Woman - West Face > The Old Woman > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722170/dogleg,2.9,-1,Trad,5.8+,1,80,34.01661,-116.16386
Spider,"The Old Woman - East Face > The Old Woman > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721612/spider,1.3,-1,Trad,5.8,1,,34.01667,-116.16367
"Tabby Litter","The Old Woman - East Face > The Old Woman > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105839331/tabby-litter,1.6,-1,Trad,5.8,1,30,34.01667,-116.16367
Ballbury,"The Blob - North Face > The Blob > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105839895/ballbury,1.5,-1,Trad,"5.8 R",1,60,34.01868,-116.16457
